input1,input2,output
1946,2661,2505
2661,2505,4786
2505,4786,4484
4786,4484,1979
4484,1979,4149
1979,4149,4149
4149,4149,4708
4149,4708,548
4708,548,805
548,805,9595
805,9595,10009
9595,10009,11407
10009,11407,12067
11407,12067,14472
12067,14472,13700
14472,13700,6084
13700,6084,4999
6084,4999,4708
4999,4708,4876
4708,4876,5805
4876,5805,4361
5805,4361,4585
4361,4585,4898
4585,4898,4988
4898,4988,5155
4988,5155,5234
5155,5234,5323
5234,5323,5111
5323,5111,4406
5111,4406,7828
4406,7828,5468
7828,5468,4999
5468,4999,1521
4999,1521,0
1521,0,402
0,402,5200
402,5200,6307
5200,6307,5972
6307,5972,0
5972,0,0
0,0,78
0,78,2605
78,2605,0
2605,0,1096
0,1096,0
1096,0,0
0,0,0
0,0,33
0,33,0
33,0,0
0,0,0
0,0,11307
0,11307,0
11307,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1420
0,1420,3726
1420,3726,13163
3726,13163,19605
13163,19605,7224
19605,7224,10143
7224,10143,24806
10143,24806,12828
24806,12828,12503
12828,12503,19460
12503,19460,7839
19460,7839,12626
7839,12626,16060
12626,16060,7716
16060,7716,11664
7716,11664,11418
11664,11418,13789
11418,13789,29492
13789,29492,26383
29492,26383,24638
26383,24638,19325
24638,19325,18487
19325,18487,17145
18487,17145,10278
17145,10278,19124
10278,19124,19404
19124,19404,21920
19404,21920,16619
21920,16619,20500
16619,20500,21406
20500,21406,16899
21406,16899,13018
16899,13018,15892
13018,15892,16082
15892,16082,14516
16082,14516,16999
14516,16999,18375
16999,18375,14270
18375,14270,9528
14270,9528,8634
9528,8634,9305
8634,9305,9495
9305,9495,8723
9495,8723,7470
8723,7470,6665
7470,6665,5748
6665,5748,6866
5748,6866,7269
6866,7269,9517
7269,9517,10535
9517,10535,12224
10535,12224,19057
12224,19057,16652
19057,16652,13767
16652,13767,8701
13767,8701,5949
8701,5949,6945
5949,6945,6568
6945,6568,7784
6568,7784,6643
7784,6643,10199
6643,10199,8052
10199,8052,10490
8052,10490,17055
10490,17055,10982
17055,10982,380
10982,380,12939
380,12939,12212
12939,12212,6352
12212,6352,11586
6352,11586,11989
11586,11989,11116
11989,11116,11541
11116,11541,13208
11541,13208,8566
13208,8566,6911
8566,6911,8790
6911,8790,12369
8790,12369,13487
12369,13487,10356
13487,10356,7370
10356,7370,6911
7370,6911,8108
6911,8108,7739
8108,7739,9707
7739,9707,9651
9707,9651,6777
9651,6777,14137
6777,14137,123
14137,123,3612
123,3612,7224
3612,7224,16809
7224,16809,15087
16809,15087,11139
15087,11139,12168
11139,12168,14315
12168,14315,14427
14315,14427,8443
14427,8443,10266
8443,10266,10781
10266,10781,12268
10781,12268,13197
12268,13197,13040
13197,13040,16809
13040,16809,20343
16809,20343,15366
20343,15366,14785
15366,14785,12682
14785,12682,7828
12682,7828,8298
7828,8298,9998
8298,9998,10412
9998,10412,6005
10412,6005,10244
6005,10244,9942
10244,9942,18766
9942,18766,16664
18766,16664,19549
16664,19549,12895
19549,12895,13756
12895,13756,17715
13756,17715,17849
17715,17849,13320
17849,13320,18833
13320,18833,23609
18833,23609,26442
23609,26442,31874
26442,31874,30096
31874,30096,24862
30096,24862,15836
24862,15836,16731
15836,16731,12716
16731,12716,13845
12716,13845,15008
13845,15008,17234
15008,17234,19453
17234,19453,18632
19453,18632,26137
18632,26137,3824
26137,3824,31673
3824,31673,22647
31673,22647,22189
22647,22189,21573
22189,21573,16406
21573,16406,16764
16406,16764,18229
16764,18229,17860
18229,17860,18968
17860,18968,20556
18968,20556,16071
20556,16071,14237
16071,14237,23162
14237,23162,23273
23162,23273,27344
23273,27344,28273
27344,28273,22692
28273,22692,26204
22692,26204,22837
26204,22837,19001
22837,19001,18968
19001,18968,19996
18968,19996,20019
19996,20019,13465
20019,13465,20533
13465,20533,21287
20533,21287,21287
21287,21287,25488
21287,25488,34838
25488,34838,26159
34838,26159,35218
26159,35218,41693
35218,41693,55282
41693,55282,50529
55282,50529,40508
50529,40508,39770
40508,39770,19404
39770,19404,23810
19404,23810,19996
23810,19996,8018
19996,8018,9718
8018,9718,18979
9718,18979,31650
18979,31650,29346
31650,29346,28094
29346,28094,24828
28094,24828,12112
24828,12112,9081
12112,9081,12637
9081,12637,12682
12637,12682,16988
12682,16988,11720
16988,11720,7124
11720,7124,8365
7124,8365,9472
8365,9472,8141
9472,8141,12772
8141,12772,6184
12772,6184,13006
6184,13006,15087
13006,15087,25298
15087,25298,24067
25298,24067,13167
24067,13167,9349
13167,9349,22479
9349,22479,14662
22479,14662,7694
14662,7694,2225
7694,2225,1073
2225,1073,4238
1073,4238,2986
4238,2986,4820
2986,4820,1968
4820,1968,402
1968,402,33
402,33,10009
33,10009,3869
10009,3869,2851
3869,2851,4272
2851,4272,4037
4272,4037,2594
4037,2594,1118
2594,1118,1420
1118,1420,1263
1420,1263,3131
1263,3131,1263
3131,1263,7066
1263,7066,11128
7066,11128,6486
11128,6486,9014
6486,9014,5961
9014,5961,2851
5961,2851,6039
2851,6039,5133
6039,5133,4507
5133,4507,4059
4507,4059,5961
4059,5961,4853
5961,4853,7672
4853,7672,7414
7672,7414,5860
7414,5860,11251
5860,11251,4384
11251,4384,10691
4384,10691,7895
10691,7895,5401
7895,5401,7303
5401,7303,10814
7303,10814,10087
10814,10087,8097
10087,8097,11105
8097,11105,9349
11105,9349,5592
9349,5592,5603
5592,5603,5927
5603,5927,9193
5927,9193,10624
9193,10624,7336
10624,7336,11239
7336,11239,8041
11239,8041,10591
8041,10591,10132
10591,10132,12369
10132,12369,8354
12369,8354,8141
8354,8141,10490
8141,10490,10032
10490,10032,3522
10032,3522,9674
3522,9674,4406
9674,4406,8298
4406,8298,9618
8298,9618,7247
9618,7247,5815
7247,5815,8209
5815,8209,6855
8209,6855,7918
6855,7918,5949
7918,5949,4003
5949,4003,7124
4003,7124,7482
7124,7482,8332
7482,8332,8007
8332,8007,5446
8007,5446,5614
5446,5614,8734
5614,8734,11161
8734,11161,8991
11161,8991,5961
8991,5961,7135
5961,7135,9618
7135,9618,6755
9618,6755,5099
6755,5099,2471
5099,2471,7839
2471,7839,5804
7839,5804,5524
5804,5524,3791
5524,3791,7124
3791,7124,7124
7124,7124,3064
7124,3064,0
3064,0,0
0,0,0
0,0,1
0,1,2449
1,2449,3411
2449,3411,6128
3411,6128,4138
6128,4138,536
4138,536,6486
536,6486,6755
6486,6755,5670
6755,5670,3399
5670,3399,5547
3399,5547,4294
5547,4294,5659
4294,5659,3914
5659,3914,3467
3914,3467,2102
3467,2102,3399
2102,3399,3153
3399,3153,1274
3153,1274,995
1274,995,2169
995,2169,2538
2169,2538,3444
2538,3444,2549
3444,2549,3578
2549,3578,3959
3578,3959,3590
3959,3590,1789
3590,1789,682
1789,682,1543
682,1543,2561
1543,2561,5715
2561,5715,3422
5715,3422,3981
3422,3981,2136
3981,2136,2460
2136,2460,7918
2460,7918,928
7918,928,4082
928,4082,8108
4082,8108,5357
8108,5357,5401
5357,5401,3220
5401,3220,1375
3220,1375,3858
1375,3858,3232
3858,3232,3780
3232,3780,3444
3780,3444,2639
3444,2639,4171
2639,4171,5245
4171,5245,4406
5245,4406,3232
4406,3232,3903
3232,3903,2784
3903,2784,3042
2784,3042,2393
3042,2393,1811
2393,1811,2527
1811,2527,3165
2527,3165,3489
3165,3489,1453
3489,1453,928
1453,928,3824
928,3824,2247
3824,2247,3053
2247,3053,3724
3053,3724,12123
3724,12123,11698
12123,11698,13040
11698,13040,16015
13040,16015,19661
16015,19661,18129
19661,18129,16831
18129,16831,18386
16831,18386,9640
18386,9640,14785
9640,14785,21182
14785,21182,23039
21182,23039,24996
23039,24996,22580
24996,22580,22345
22580,22345,20947
22345,20947,17782
20947,17782,20243
17782,20243,13968
20243,13968,11418
13968,11418,10300
11418,10300,10971
10300,10971,6911
10971,6911,5368
6911,5368,2113
5368,2113,1755
2113,1755,2136
1755,2136,4663
2136,4663,9528
4663,9528,8320
9528,8320,4227
8320,4227,2527
4227,2527,4708
2527,4708,6520
4708,6520,2527
6520,2527,7458
2527,7458,1946
7458,1946,5569
1946,5569,4361
5569,4361,2147
4361,2147,1151
2147,1151,838
1151,838,111
838,111,1856
111,1856,1666
1856,1666,1699
1666,1699,2921
1699,2921,2950
2921,2950,2075
2950,2075,3433
2075,3433,4988
3433,4988,4182
4988,4182,11116
4182,11116,11307
11116,11307,9014
11307,9014,1711
9014,1711,6363
1711,6363,1375
6363,1375,1845
1375,1845,3187
1845,3187,3198
3187,3198,1241
3198,1241,1565
1241,1565,2438
1565,2438,2281
2438,2281,1319
2281,1319,1073
1319,1073,950
1073,950,178
950,178,794
178,794,3232
794,3232,4652
3232,4652,5021
4652,5021,2482
5021,2482,630
2482,630,894
630,894,6084
894,6084,8768
6084,8768,10781
8768,10781,9786
10781,9786,13487
9786,13487,13487
13487,13487,9662
13487,9662,8007
9662,8007,10703
8007,10703,12235
10703,12235,10982
12235,10982,13096
10982,13096,15702
13096,15702,19706
15702,19706,20310
19706,20310,19191
20310,19191,22312
19191,22312,20589
22312,20589,17581
20589,17581,4518
17581,4518,2471
4518,2471,2460
2471,2460,2136
2460,2136,2001
2136,2001,4194
2001,4194,55
4194,55,581
55,581,1140
581,1140,671
1140,671,883
671,883,2784
883,2784,1375
2784,1375,659
1375,659,346
659,346,995
346,995,827
995,827,1196
827,1196,782
1196,782,324
782,324,939
324,939,816
939,816,301
816,301,391
301,391,906
391,906,1241
906,1241,1666
1241,1666,3187
1666,3187,1744
3187,1744,4585
1744,4585,2247
4585,2247,5099
2247,5099,5278
5099,5278,2963
5278,2963,4126
2963,4126,2728
4126,2728,2292
2728,2292,4138
2292,4138,3690
4138,3690,5804
3690,5804,2494
5804,2494,2393
2494,2393,2807
2393,2807,3556
2807,3556,2907
3556,2907,6117
2907,6117,2952
6117,2952,1890
2952,1890,1789
1890,1789,1632
1789,1632,1498
1632,1498,3220
1498,3220,4641
3220,4641,4216
4641,4216,2963
4216,2963,3769
2963,3769,2404
3769,2404,872
2404,872,1465
872,1465,548
1465,548,1319
548,1319,2192
1319,2192,2717
2192,2717,2583
2717,2583,1196
2583,1196,1990
1196,1990,1778
1990,1778,2091
1778,2091,3176
2091,3176,3209
3176,3209,2124
3209,2124,2214
2124,2214,3120
2214,3120,738
3120,738,2628
738,2628,1274
2628,1274,2102
1274,2102,0
2102,0,1017
0,1017,559
1017,559,883
559,883,380
883,380,1129
380,1129,548
1129,548,402
548,402,637
402,637,111
637,111,234
111,234,301
234,301,838
301,838,156
838,156,469
156,469,413
469,413,369
413,369,212
369,212,324
212,324,301
324,301,369
301,369,268
369,268,391
268,391,391
391,391,402
391,402,536
402,536,581
536,581,693
581,693,570
693,570,346
570,346,570
346,570,592
570,592,391
592,391,279
391,279,849
279,849,3567
849,3567,3467
3567,3467,1487
3467,1487,2784
1487,2784,67
2784,67,3288
67,3288,1118
3288,1118,4663
1118,4663,4182
4663,4182,1263
4182,1263,1968
1263,1968,615
1968,615,458
615,458,1140
458,1140,3601
1140,3601,4283
3601,4283,4182
4283,4182,4920
4182,4920,6643
4920,6643,7439
6643,7439,9376
7439,9376,9428
9376,9428,13722
9428,13722,11139
13722,11139,9249
11139,9249,14047
9249,14047,10870
14047,10870,9964
10870,9964,10065
9964,10065,9260
10065,9260,7739
9260,7739,6922
7739,6922,7269
6922,7269,8701
7269,8701,8589
8701,8589,9036
8589,9036,9886
9036,9886,9528
9886,9528,11787
9528,11787,13622
11787,13622,14516
13622,14516,14047
14516,14047,12112
14047,12112,19091
12112,19091,15501
19091,15501,16675
15501,16675,16440
16675,16440,18386
16440,18386,17379
18386,17379,17525
17379,17525,17894
17525,17894,12157
17894,12157,13006
12157,13006,9204
13006,9204,12906
9204,12906,12749
12906,12749,12883
12749,12883,14583
12883,14583,10759
14583,10759,14136
10759,14136,14606
14136,14606,15042
14606,15042,13689
15042,13689,13532
13689,13532,11396
13532,11396,10915
11396,10915,10937
10915,10937,11273
10937,11273,9964
11273,9964,11922
9964,11922,9528
11922,9528,10378
9528,10378,10557
10378,10557,31270
10557,31270,26103
31270,26103,26763
26103,26763,19560
26763,19560,22323
19560,22323,20970
22323,20970,14528
20970,14528,16250
14528,16250,13510
16250,13510,12458
13510,12458,13320
12458,13320,13107
13320,13107,13487
13107,13487,10300
13487,10300,20970
10300,20970,13678
20970,13678,14606
13678,14606,14360
14606,14360,13286
14360,13286,11519
13286,11519,12280
11519,12280,10893
12280,10893,11463
10893,11463,9953
11463,9953,13398
9953,13398,13399
13398,13399,10293
13399,10293,11966
10293,11966,13130
11966,13130,11776
13130,11776,12011
11776,12011,13197
12011,13197,14035
13197,14035,11642
14035,11642,12403
11642,12403,12492
12403,12492,8119
12492,8119,15109
8119,15109,12302
15109,12302,8432
12302,8432,5647
8432,5647,5424
5647,5424,7247
5424,7247,9014
7247,9014,9774
9014,9774,10065
9774,10065,9349
10065,9349,22066
9349,22066,20421
22066,20421,27993
20421,27993,27255
27993,27255,27333
27255,27333,21562
27333,21562,22569
21562,22569,19214
22569,19214,21808
19214,21808,17681
21808,17681,20645
17681,20645,21540
20645,21540,22502
21540,22502,21629
22502,21629,21126
21629,21126,22043
21126,22043,13666
22043,13666,14259
13666,14259,12313
14259,12313,4686
12313,4686,8678
4686,8678,7772
8678,7772,7515
7772,7515,9607
7515,9607,9584
9607,9584,5893
9584,5893,4495
5893,4495,5703
4495,5703,6866
5703,6866,6397
6866,6397,5513
6397,5513,5715
5513,5715,5849
5715,5849,5838
5849,5838,6799
5838,6799,5200
6799,5200,7068
5200,7068,6274
7068,6274,7090
6274,7090,7605
7090,7605,8522
7605,8522,8723
8522,8723,9685
8723,9685,7541
9685,7541,7079
7541,7079,5793
7079,5793,8209
5793,8209,9260
8209,9260,5088
9260,5088,13980
5088,13980,16518
13980,16518,20198
16518,20198,22837
20198,22837,24056
22837,24056,20477
24056,20477,18666
20477,18666,29492
18666,29492,25018
29492,25018,29693
25018,29693,19806
29693,19806,17547
19806,17547,10736
17547,10736,11374
10736,11374,9439
11374,9439,14091
9439,14091,12593
14091,12593,12235
12593,12235,11564
12235,11564,11038
11564,11038,11989
11038,11989,10803
11989,10803,12190
10803,12190,9405
12190,9405,10401
9405,10401,13029
10401,13029,11978
13029,11978,12604
11978,12604,13991
12604,13991,14595
13991,14595,15120
14595,15120,19974
15120,19974,16283
19974,16283,20086
16283,20086,30297
20086,30297,29313
30297,29313,30006
29313,30006,28552
30006,28552,26338
28552,26338,20075
26338,20075,21305
20075,21305,18245
21305,18245,12928
18245,12928,15758
12928,15758,14673
15758,14673,13666
14673,13666,14483
13666,14483,14986
14483,14986,12470
14986,12470,7493
12470,7493,7291
7493,7291,5155
7291,5155,12425
5155,12425,7381
12425,7381,11295
7381,11295,12470
11295,12470,20802
12470,20802,12246
20802,12246,15881
12246,15881,20008
15881,20008,12962
20008,12962,7437
12962,7437,19180
7437,19180,12190
19180,12190,9730
12190,9730,9640
9730,9640,11485
9640,11485,11094
11485,11094,11430
11094,11430,9450
11430,9450,9103
9450,9103,9059
9103,9059,10714
9059,10714,9730
10714,9730,9953
9730,9953,5390
9953,5390,7716
5390,7716,4999
7716,4999,9170
4999,9170,10110
9170,10110,10065
10110,10065,8701
10065,8701,7716
8701,7716,5614
7716,5614,9607
5614,9607,10110
9607,10110,12011
10110,12011,9237
12011,9237,11754
9237,11754,11228
11754,11228,3623
11228,3623,11060
3623,11060,7280
11060,7280,8376
7280,8376,10524
8376,10524,12693
10524,12693,12582
12693,12582,10054
12582,10054,13946
10054,13946,8611
13946,8611,8343
8611,8343,8175
8343,8175,3075
8175,3075,8153
3075,8153,8175
8153,8175,4786
8175,4786,5368
4786,5368,5592
5368,5592,5826
5592,5826,4372
5826,4372,3813
4372,3813,4048
3813,4048,4070
4048,4070,3489
4070,3489,4093
3489,4093,3288
4093,3288,6039
3288,6039,5446
6039,5446,9047
5446,9047,12705
9047,12705,10222
12705,10222,7672
10222,7672,6061
7672,6061,10490
6061,10490,12261
10490,12261,9741
12261,9741,8320
9741,8320,10669
8320,10669,7224
10669,7224,6643
7224,6643,4395
6643,4395,5938
4395,5938,7761
5938,7761,11150
7761,11150,11888
11150,11888,16485
11888,16485,6218
16485,6218,3567
6218,3567,6844
3567,6844,6520
6844,6520,5849
6520,5849,0
5849,0,301
0,301,872
301,872,961
872,961,525
961,525,637
525,637,279
637,279,2203
279,2203,469
2203,469,480
469,480,905
480,905,671
905,671,659
671,659,536
659,536,1230
536,1230,950
1230,950,1263
950,1263,838
1263,838,1319
838,1319,1632
1319,1632,1543
1632,1543,503
1543,503,1599
503,1599,2080
1599,2080,1163
2080,1163,2192
1163,2192,1185
2192,1185,1342
1185,1342,1073
1342,1073,3299
1073,3299,3086
3299,3086,3333
3086,3333,749
3333,749,145
749,145,0
145,0,0
0,0,2885
0,2885,1901
2885,1901,894
1901,894,4194
894,4194,1263
4194,1263,1722
1263,1722,1666
1722,1666,1532
1666,1532,3019
1532,3019,290
3019,290,1912
290,1912,503
1912,503,1979
503,1979,1576
1979,1576,1151
1576,1151,3534
1151,3534,3142
3534,3142,3634
3142,3634,2830
3634,2830,1248
2830,1248,2065
1248,2065,2919
2065,2919,4965
2919,4965,1934
4965,1934,4507
1934,4507,3142
4507,3142,5245
3142,5245,3209
5245,3209,123
3209,123,1431
123,1431,469
1431,469,849
469,849,682
849,682,78
682,78,279
78,279,301
279,301,223
301,223,313
223,313,268
313,268,279
268,279,704
279,704,279
704,279,3791
279,3791,1878
3791,1878,1934
1878,1934,6587
1934,6587,3634
6587,3634,782
3634,782,3377
782,3377,5457
3377,5457,3310
5457,3310,2997
3310,2997,6039
2997,6039,4853
6039,4853,3511
4853,3511,3634
3511,3634,3276
3634,3276,2930
3276,2930,3634
2930,3634,5580
3634,5580,4742
5580,4742,3276
4742,3276,5793
3276,5793,6721
5793,6721,5703
6721,5703,4451
5703,4451,4697
4451,4697,5345
4697,5345,4160
5345,4160,4887
4160,4887,5424
4887,5424,4742
5424,4742,2494
4742,2494,2371
2494,2371,3142
2371,3142,2180
3142,2180,1733
2180,1733,2672
1733,2672,615
2672,615,4742
615,4742,3187
4742,3187,3836
3187,3836,5703
3836,5703,7985
5703,7985,3187
7985,3187,3467
3187,3467,3064
3467,3064,5793
3064,5793,7739
5793,7739,5077
7739,5077,6553
5077,6553,2818
6553,2818,9193
2818,9193,6934
9193,6934,2259
6934,2259,3679
2259,3679,3422
3679,3422,4093
3422,4093,2236
4093,2236,6028
2236,6028,5491
6028,5491,4965
5491,4965,3153
4965,3153,2259
3153,2259,3366
2259,3366,883
3366,883,4395
883,4395,4227
4395,4227,3679
4227,3679,4317
3679,4317,4842
4317,4842,4395
4842,4395,4138
4395,4138,7180
4138,7180,3332
7180,3332,10188
3332,10188,4518
10188,4518,6251
4518,6251,7426
6251,7426,5111
7426,5111,8276
5111,8276,8455
8276,8455,9282
8455,9282,10490
9282,10490,6072
10490,6072,7482
6072,7482,5994
7482,5994,6900
5994,6900,7761
6900,7761,6263
7761,6263,5759
6263,5759,4082
5759,4082,6263
4082,6263,4294
6263,4294,7493
4294,7493,156
7493,156,5692
156,5692,5323
5692,5323,5838
5323,5838,6866
5838,6866,4261
6866,4261,1129
4261,1129,2214
1129,2214,2527
2214,2527,3153
2527,3153,3590
3153,3590,5021
3590,5021,4070
5021,4070,2393
4070,2393,2147
2393,2147,4842
2147,4842,2885
4842,2885,1174
2885,1174,1912
1174,1912,5715
1912,5715,5502
5715,5502,1196
5502,1196,2270
1196,2270,2751
2270,2751,2762
2751,2762,3757
2762,3757,1263
3757,1263,1722
1263,1722,3388
1722,3388,3556
3388,3556,6330
3556,6330,9025
6330,9025,9249
9025,9249,2851
9249,2851,3165
2851,3165,5323
3165,5323,2572
5323,2572,2863
2572,2863,1118
2863,1118,592
1118,592,1096
592,1096,1398
1096,1398,391
1398,391,738
391,738,1274
738,1274,1330
1274,1330,2404
1330,2404,2717
2404,2717,6643
2717,6643,11228
6643,11228,13868
11228,13868,11687
13868,11687,7772
11687,7772,13890
7772,13890,12212
13890,12212,11407
12212,11407,7247
11407,7247,6430
7247,6430,9349
6430,9349,14449
9349,14449,1453
14449,1453,6676
1453,6676,9562
6676,9562,13264
9562,13264,12224
13264,12224,6620
12224,6620,9618
6620,9618,5849
9618,5849,9416
5849,9416,469
9416,469,4585
469,4585,5927
4585,5927,6151
5927,6151,6777
6151,6777,3142
6777,3142,5693
3142,5693,3344
5693,3344,5245
3344,5245,1453
5245,1453,4015
1453,4015,5312
4015,5312,4831
5312,4831,3567
4831,3567,6855
3567,6855,11161
6855,11161,17301
11161,17301,14874
17301,14874,7974
14874,7974,7113
7974,7113,11
7113,11,78
11,78,0
78,0,0
0,0,8645
0,8645,11273
8645,11273,4093
11273,4093,4305
4093,4305,6576
4305,6576,10445
6576,10445,3388
10445,3388,2605
3388,2605,5793
2605,5793,3355
5793,3355,10479
3355,10479,6934
10479,6934,2773
6934,2773,5547
2773,5547,15735
5547,15735,16899
15735,16899,20958
16899,20958,23844
20958,23844,15254
23844,15254,20813
15254,20813,9103
20813,9103,9103
9103,9103,11228
9103,11228,4730
11228,4730,8488
4730,8488,7034
8488,7034,447
7034,447,1979
447,1979,5715
1979,5715,10803
5715,10803,16988
10803,16988,212
16988,212,1330
212,1330,2035
1330,2035,447
2035,447,100
447,100,1688
100,1688,3813
1688,3813,2247
3813,2247,4943
2247,4943,2147
4943,2147,7113
2147,7113,9249
7113,9249,268
9249,268,1196
268,1196,4820
1196,4820,413
4820,413,3858
413,3858,1163
3858,1163,928
1163,928,1856
928,1856,2672
1856,2672,2672
2672,2672,2505
2672,2505,0
2505,0,0
0,0,0
0,0,11
0,11,2898
11,2898,1588
2898,1588,2046
1588,2046,6799
2046,6799,4249
6799,4249,178
4249,178,6866
178,6866,3120
6866,3120,2013
3120,2013,3802
2013,3802,2247
3802,2247,1699
2247,1699,5424
1699,5424,4070
5424,4070,2348
4070,2348,3634
2348,3634,1207
3634,1207,3355
1207,3355,6934
3355,6934,3791
6934,3791,2438
3791,2438,3634
2438,3634,3657
3634,3657,4607
3657,4607,6117
4607,6117,10087
6117,10087,8264
10087,8264,19001
8264,19001,16585
19001,16585,4551
16585,4551,14863
4551,14863,12257
14863,12257,17133
12257,17133,13331
17133,13331,14808
13331,14808,11027
14808,11027,18956
11027,18956,7482
18956,7482,19572
7482,19572,12022
19572,12022,1409
12022,1409,3892
1409,3892,5357
3892,5357,6598
5357,6598,2706
6598,2706,7012
2706,7012,14382
7012,14382,8723
14382,8723,10032
8723,10032,5066
10032,5066,3422
5066,3422,1767
3422,1767,7180
1767,7180,3858
7180,3858,6251
3858,6251,4507
6251,4507,4540
4507,4540,4150
4540,4150,2885
4150,2885,4216
2885,4216,4730
4216,4730,4138
4730,4138,5077
4138,5077,5245
5077,5245,5792
5245,5792,3825
5792,3825,3388
3825,3388,3310
3388,3310,2740
3310,2740,4764
2740,4764,4898
4764,4898,4529
4898,4529,2941
4529,2941,1096
2941,1096,749
1096,749,1610
749,1610,1096
1610,1096,995
1096,995,402
995,402,1442
402,1442,3634
1442,3634,2796
3634,2796,2807
2796,2807,1252
2807,1252,469
1252,469,2091
469,2091,3165
2091,3165,2650
3165,2650,2818
2650,2818,2460
2818,2460,3668
2460,3668,1878
3668,1878,1778
1878,1778,1375
1778,1375,3869
1375,3869,1588
3869,1588,1893
1588,1893,2303
1893,2303,4932
2303,4932,2337
4932,2337,1968
2337,1968,1789
1968,1789,1498
1789,1498,2315
1498,2315,5547
2315,5547,1901
5547,1901,2348
1901,2348,2572
2348,2572,2147
2572,2147,2572
2147,2572,357
2572,357,145
357,145,0
145,0,0
0,0,190
0,190,2169
190,2169,648
2169,648,715
648,715,861
715,861,514
861,514,872
514,872,1263
872,1263,1521
1263,1521,301
1521,301,905
301,905,3086
905,3086,1163
3086,1163,2583
1163,2583,1420
2583,1420,1252
1420,1252,905
1252,905,1878
905,1878,1431
1878,1431,1207
1431,1207,4115
1207,4115,1878
4115,1878,5301
1878,5301,2203
5301,2203,2818
2203,2818,3142
2818,3142,3645
3142,3645,5603
3645,5603,2225
5603,2225,2192
2225,2192,335
2192,335,2326
335,2326,1554
2326,1554,1006
1554,1006,2482
1006,2482,2460
2482,2460,749
2460,749,2326
749,2326,861
2326,861,3959
861,3959,3612
3959,3612,10099
3612,10099,4585
10099,4585,559
4585,559,1990
559,1990,2270
1990,2270,11
2270,11,2784
11,2784,2941
2784,2941,3836
2941,3836,134
3836,134,0
134,0,465
0,465,1008
465,1008,504
1008,504,711
504,711,3097
711,3097,1274
3097,1274,0
1274,0,1006
0,1006,33
1006,33,55
33,55,1453
55,1453,246
1453,246,145
246,145,223
145,223,67
223,67,257
67,257,1990
257,1990,447
1990,447,246
447,246,816
246,816,1509
816,1509,190
1509,190,1319
190,1319,1733
1319,1733,1040
1733,1040,1543
1040,1543,1778
1543,1778,1968
1778,1968,1252
1968,1252,771
1252,771,671
771,671,1532
671,1532,2863
1532,2863,2672
2863,2672,22
2672,22,0
22,0,849
0,849,738
849,738,592
738,592,536
592,536,771
536,771,1699
771,1699,290
1699,290,0
290,0,313
0,313,335
313,335,1297
335,1297,201
1297,201,234
201,234,234
234,234,525
234,525,659
525,659,626
659,626,346
626,346,313
346,313,167
313,167,364
167,364,414
364,414,894
414,894,134
894,134,190
134,190,525
190,525,1040
525,1040,1342
1040,1342,950
1342,950,615
950,615,1107
615,1107,1576
1107,1576,1487
1576,1487,279
1487,279,78
279,78,961
78,961,1040
961,1040,1051
1040,1051,492
1051,492,1174
492,1174,1487
1174,1487,1028
1487,1028,391
1028,391,827
391,827,1465
827,1465,469
1465,469,536
469,536,995
536,995,538
995,538,1207
538,1207,1677
1207,1677,1632
1677,1632,1588
1632,1588,1319
1588,1319,1241
1319,1241,760
1241,760,726
760,726,1867
726,1867,1498
1867,1498,615
1498,615,794
615,794,0
794,0,111
0,111,313
111,313,581
313,581,246
581,246,391
246,391,357
391,357,268
357,268,234
268,234,123
234,123,89
123,89,33
89,33,44
33,44,145
44,145,33
145,33,469
33,469,270
469,270,470
270,470,425
470,425,369
425,369,223
369,223,402
223,402,1118
402,1118,1576
1118,1576,973
1576,973,648
973,648,346
648,346,514
346,514,525
514,525,771
525,771,1767
771,1767,1878
1767,1878,503
1878,503,693
503,693,313
693,313,626
313,626,693
626,693,1923
693,1923,1364
1923,1364,1420
1364,1420,961
1420,961,1364
961,1364,1420
1364,1420,2214
1420,2214,3333
2214,3333,3559
3333,3559,2618
3559,2618,1566
2618,1566,2047
1566,2047,2091
2047,2091,2404
2091,2404,4877
2404,4877,4048
4877,4048,2941
4048,2941,1867
2941,1867,2371
1867,2371,2482
2371,2482,2886
2482,2886,6542
2886,6542,8958
6542,8958,6542
8958,6542,9472
6542,9472,10535
9472,10535,13062
10535,13062,10468
13062,10468,7862
10468,7862,8544
7862,8544,6620
8544,6620,2605
6620,2605,3243
2605,3243,3299
3243,3299,4216
3299,4216,3355
4216,3355,2583
3355,2583,2740
2583,2740,2001
2740,2001,4183
2001,4183,3813
4183,3813,4865
3813,4865,4708
4865,4708,3645
4708,3645,4988
3645,4988,3612
4988,3612,3534
3612,3534,5647
3534,5647,8902
5647,8902,8522
8902,8522,8030
8522,8030,6643
8030,6643,8924
6643,8924,8555
8924,8555,10065
8555,10065,7862
10065,7862,8018
7862,8018,9282
8018,9282,5267
9282,5267,3947
5267,3947,3690
3947,3690,3042
3690,3042,4216
3042,4216,3265
4216,3265,4126
3265,4126,3590
4126,3590,3578
3590,3578,1610
3578,1610,2371
1610,2371,3153
